Sr. No.,Content ID,Type,Datetime,Sentiment,Score,Content Type,Category,,Category,Score
17143,5d3d5107-2404-4fb8-a9b6-3c8428492f64,interested,04-09-2020 04:30,positive,30,video,studying,,,
17144,5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,26-08-2020 04:01,negative,10,video,studying,,,
17145,5d3d5107-2404-4fb8-a9b6-3c8428492f64,indifferent,06-04-2021 17:26,neutral,20,video,studying,,,
17146,5d3d5107-2404-4fb8-a9b6-3c8428492f64,want,23-11-2020 03:03,positive,70,video,studying,,,
17147,5d3d5107-2404-4fb8-a9b6-3c8428492f64,interested,04-11-2020 22:15,positive,30,video,studying,,,
17148,5d3d5107-2404-4fb8-a9b6-3c8428492f64,disgust,23-10-2020 20:00,negative,0,video,studying,,,
17149,5d3d5107-2404-4fb8-a9b6-3c8428492f64,heart,11-12-2020 18:21,positive,60,video,studying,,,
17150,5d3d5107-2404-4fb8-a9b6-3c8428492f64,want,16-04-2021 01:19,positive,70,video,studying,,,
17151,5d3d5107-2404-4fb8-a9b6-3c8428492f64,peeking,21-07-2020 09:23,neutral,35,video,studying,,,
17152,5d3d5107-2404-4fb8-a9b6-3c8428492f64,interested,18-03-2021 08:05,positive,30,video,studying,,,
17153,5d3d5107-2404-4fb8-a9b6-3c8428492f64,indifferent,01-03-2021 13:34,neutral,20,video,studying,,,
17154,5d3d5107-2404-4fb8-a9b6-3c8428492f64,cherish,03-06-2021 08:02,positive,70,video,studying,,,
17155,5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,14-08-2020 04:57,negative,10,video,studying,,,
17156,5d3d5107-2404-4fb8-a9b6-3c8428492f64,disgust,06-07-2020 00:11,negative,0,video,studying,,,
17157,5d3d5107-2404-4fb8-a9b6-3c8428492f64,worried,23-06-2020 09:51,negative,12,video,studying,,,
17158,5d3d5107-2404-4fb8-a9b6-3c8428492f64,intrigued,19-02-2021 17:14,positive,45,video,studying,,,
17159,5d3d5107-2404-4fb8-a9b6-3c8428492f64,worried,25-05-2021 16:53,negative,12,video,studying,,,
17160,5d3d5107-2404-4fb8-a9b6-3c8428492f64,disgust,06-07-2020 04:58,negative,0,video,studying,,,
17161,5d3d5107-2404-4fb8-a9b6-3c8428492f64,intrigued,12-10-2020 23:03,positive,45,video,studying,,,
17162,5d3d5107-2404-4fb8-a9b6-3c8428492f64,interested,24-12-2020 07:17,positive,30,video,studying,,,
17163,5d3d5107-2404-4fb8-a9b6-3c8428492f64,interested,19-06-2020 10:14,positive,30,video,studying,,,
17164,5d3d5107-2404-4fb8-a9b6-3c8428492f64,super love,02-06-2021 02:14,positive,75,video,studying,,,
17165,5d3d5107-2404-4fb8-a9b6-3c8428492f64,adore,02-03-2021 09:05,positive,72,video,studying,,,
17166,5d3d5107-2404-4fb8-a9b6-3c8428492f64,hate,07-02-2021 23:50,negative,5,video,studying,,,
17167,5d3d5107-2404-4fb8-a9b6-3c8428492f64,dislike,21-09-2020 21:25,negative,10,video,studying,,,
17168,5d3d5107-2404-4fb8-a9b6-3c8428492f64,intrigued,04-09-2020 04:12,positive,45,video,studying,,,
17169,46c69019-89b5-4a13-9b8a-2942ca22837f,love,26-08-2020 03:47,positive,65,video,science,,,
17170,46c69019-89b5-4a13-9b8a-2942ca22837f,hate,07-12-2020 01:54,negative,5,video,science,,,
17171,46c69019-89b5-4a13-9b8a-2942ca22837f,super love,27-11-2020 03:49,positive,75,video,science,,,
17172,46c69019-89b5-4a13-9b8a-2942ca22837f,disgust,06-09-2020 22:30,negative,0,video,science,,,
17173,46c69019-89b5-4a13-9b8a-2942ca22837f,want,08-05-2021 08:35,positive,70,video,science,,,
17174,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,09-05-2021 20:49,neutral,20,video,science,,,
17175,46c69019-89b5-4a13-9b8a-2942ca22837f,worried,21-05-2021 01:56,negative,12,video,science,,,
17176,46c69019-89b5-4a13-9b8a-2942ca22837f,heart,10-08-2020 14:36,positive,60,video,science,,,
17177,46c69019-89b5-4a13-9b8a-2942ca22837f,adore,14-11-2020 07:00,positive,72,video,science,,,
17178,46c69019-89b5-4a13-9b8a-2942ca22837f,peeking,17-01-2021 18:23,neutral,35,video,science,,,
17179,46c69019-89b5-4a13-9b8a-2942ca22837f,love,27-02-2021 18:59,positive,65,video,science,,,
17180,46c69019-89b5-4a13-9b8a-2942ca22837f,intrigued,19-12-2020 23:50,positive,45,video,science,,,
17181,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,06-03-2021 07:09,neutral,20,video,science,,,
17182,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,06-09-2020 17:34,neutral,20,video,science,,,
17183,46c69019-89b5-4a13-9b8a-2942ca22837f,hate,13-10-2020 13:10,negative,5,video,science,,,
17184,46c69019-89b5-4a13-9b8a-2942ca22837f,intrigued,27-07-2020 01:21,positive,45,video,science,,,
17185,46c69019-89b5-4a13-9b8a-2942ca22837f,scared,11-09-2020 23:07,negative,15,video,science,,,
17186,46c69019-89b5-4a13-9b8a-2942ca22837f,dislike,26-10-2020 09:21,negative,10,video,science,,,
17187,46c69019-89b5-4a13-9b8a-2942ca22837f,like,24-08-2020 04:08,positive,50,video,science,,,
17188,46c69019-89b5-4a13-9b8a-2942ca22837f,scared,26-05-2021 10:18,negative,15,video,science,,,
17189,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,17-08-2020 08:15,neutral,20,video,science,,,
17190,46c69019-89b5-4a13-9b8a-2942ca22837f,disgust,23-09-2020 00:07,negative,0,video,science,,,
17191,46c69019-89b5-4a13-9b8a-2942ca22837f,adore,15-02-2021 02:01,positive,72,video,science,,,
17192,46c69019-89b5-4a13-9b8a-2942ca22837f,peeking,10-02-2021 15:49,neutral,35,video,science,,,
17193,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,04-07-2020 10:02,neutral,20,video,science,,,
17194,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,17-11-2020 06:27,neutral,20,video,science,,,
17195,46c69019-89b5-4a13-9b8a-2942ca22837f,indifferent,27-05-2021 15:15,neutral,20,video,science,,,
17196,46c69019-89b5-4a13-9b8a-2942ca22837f,hate,01-03-2021 03:01,negative,5,video,science,,,
17197,46c69019-89b5-4a13-9b8a-2942ca22837f,want,21-06-2020 08:55,positive,70,video,science,,,
17198,46c69019-89b5-4a13-9b8a-2942ca22837f,want,07-09-2020 10:27,positive,70,video,science,,,
17199,46c69019-89b5-4a13-9b8a-2942ca22837f,heart,27-05-2021 20:29,positive,60,video,science,,,
17200,46c69019-89b5-4a13-9b8a-2942ca22837f,interested,05-08-2020 01:59,positive,30,video,science,,,
17201,46c69019-89b5-4a13-9b8a-2942ca22837f,super love,15-01-2021 04:52,positive,75,video,science,,,
17202,46c69019-89b5-4a13-9b8a-2942ca22837f,worried,02-01-2021 13:41,negative,12,video,science,,,
17203,2c043e74-63e2-472b-a31a-6ea060febfc1,intrigued,10-12-2020 09:01,positive,45,GIF,Education,,,
17204,2c043e74-63e2-472b-a31a-6ea060febfc1,peeking,09-08-2020 08:32,neutral,35,GIF,Education,,,
17205,2c043e74-63e2-472b-a31a-6ea060febfc1,adore,19-11-2020 23:44,positive,72,GIF,Education,,,
17206,6b2db46f-f733-4b56-af09-0ed7bb232ed4,interested,09-09-2020 21:15,positive,30,audio,animals,,,
17207,6b2db46f-f733-4b56-af09-0ed7bb232ed4,disgust,27-11-2020 17:11,negative,0,audio,animals,,,
17208,6b2db46f-f733-4b56-af09-0ed7bb232ed4,interested,19-02-2021 16:47,positive,30,audio,animals,,,
17209,6b2db46f-f733-4b56-af09-0ed7bb232ed4,intrigued,06-08-2020 19:58,positive,45,audio,animals,,,
17210,6b2db46f-f733-4b56-af09-0ed7bb232ed4,disgust,07-12-2020 04:02,negative,0,audio,animals,,,
17211,6b2db46f-f733-4b56-af09-0ed7bb232ed4,indifferent,08-06-2021 03:54,neutral,20,audio,animals,,,
17212,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,09-03-2021 07:02,negative,10,audio,animals,,,
17213,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,25-11-2020 00:32,negative,10,audio,animals,,,
17214,6b2db46f-f733-4b56-af09-0ed7bb232ed4,peeking,12-07-2020 20:23,neutral,35,audio,animals,,,
17215,6b2db46f-f733-4b56-af09-0ed7bb232ed4,peeking,25-04-2021 10:00,neutral,35,audio,animals,,,
17216,6b2db46f-f733-4b56-af09-0ed7bb232ed4,adore,18-11-2020 10:01,positive,72,audio,animals,,,
17217,6b2db46f-f733-4b56-af09-0ed7bb232ed4,want,28-04-2021 22:02,positive,70,audio,animals,,,
17218,6b2db46f-f733-4b56-af09-0ed7bb232ed4,cherish,06-12-2020 18:03,positive,70,audio,animals,,,
17219,6b2db46f-f733-4b56-af09-0ed7bb232ed4,disgust,01-08-2020 05:24,negative,0,audio,animals,,,
17220,6b2db46f-f733-4b56-af09-0ed7bb232ed4,scared,03-01-2021 06:41,negative,15,audio,animals,,,
17221,6b2db46f-f733-4b56-af09-0ed7bb232ed4,indifferent,17-09-2020 16:04,neutral,20,audio,animals,,,
17222,6b2db46f-f733-4b56-af09-0ed7bb232ed4,like,20-08-2020 03:18,positive,50,audio,animals,,,
17223,6b2db46f-f733-4b56-af09-0ed7bb232ed4,adore,11-04-2021 12:32,positive,72,audio,animals,,,
17224,6b2db46f-f733-4b56-af09-0ed7bb232ed4,hate,11-07-2020 09:00,negative,5,audio,animals,,,
17225,6b2db46f-f733-4b56-af09-0ed7bb232ed4,scared,19-01-2021 15:43,negative,15,audio,animals,,,
17226,6b2db46f-f733-4b56-af09-0ed7bb232ed4,super love,21-05-2021 06:32,positive,75,audio,animals,,,
17227,6b2db46f-f733-4b56-af09-0ed7bb232ed4,indifferent,24-07-2020 18:07,neutral,20,audio,animals,,,
17228,6b2db46f-f733-4b56-af09-0ed7bb232ed4,intrigued,03-06-2021 12:10,positive,45,audio,animals,,,
17229,6b2db46f-f733-4b56-af09-0ed7bb232ed4,interested,29-10-2020 17:23,positive,30,audio,animals,,,
17230,6b2db46f-f733-4b56-af09-0ed7bb232ed4,worried,19-12-2020 10:34,negative,12,audio,animals,,,
17231,6b2db46f-f733-4b56-af09-0ed7bb232ed4,love,02-07-2020 01:05,positive,65,audio,animals,,,
17232,6b2db46f-f733-4b56-af09-0ed7bb232ed4,hate,06-02-2021 08:40,negative,5,audio,animals,,,
17233,6b2db46f-f733-4b56-af09-0ed7bb232ed4,love,10-01-2021 08:19,positive,65,audio,animals,,,
17234,6b2db46f-f733-4b56-af09-0ed7bb232ed4,love,09-10-2020 10:59,positive,65,audio,animals,,,
17235,6b2db46f-f733-4b56-af09-0ed7bb232ed4,indifferent,12-08-2020 15:38,neutral,20,audio,animals,,,
17236,6b2db46f-f733-4b56-af09-0ed7bb232ed4,interested,14-02-2021 01:19,positive,30,audio,animals,,,
17237,6b2db46f-f733-4b56-af09-0ed7bb232ed4,cherish,22-05-2021 06:32,positive,70,audio,animals,,,
17238,6b2db46f-f733-4b56-af09-0ed7bb232ed4,indifferent,16-01-2021 18:34,neutral,20,audio,animals,,,
17239,6b2db46f-f733-4b56-af09-0ed7bb232ed4,like,21-11-2020 01:21,positive,50,audio,animals,,,
17240,6b2db46f-f733-4b56-af09-0ed7bb232ed4,peeking,12-04-2021 08:52,neutral,35,audio,animals,,,
17241,6b2db46f-f733-4b56-af09-0ed7bb232ed4,heart,13-11-2020 03:21,positive,60,audio,animals,,,
17242,6b2db46f-f733-4b56-af09-0ed7bb232ed4,like,13-04-2021 02:35,positive,50,audio,animals,,,
17243,6b2db46f-f733-4b56-af09-0ed7bb232ed4,intrigued,08-10-2020 03:18,positive,45,audio,animals,,,
17244,6b2db46f-f733-4b56-af09-0ed7bb232ed4,heart,13-06-2021 21:52,positive,60,audio,animals,,,
17245,6b2db46f-f733-4b56-af09-0ed7bb232ed4,super love,24-06-2020 05:42,positive,75,audio,animals,,,
17246,6b2db46f-f733-4b56-af09-0ed7bb232ed4,interested,27-09-2020 23:18,positive,30,audio,animals,,,
17247,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,13-03-2021 21:08,negative,10,audio,animals,,,
17248,6b2db46f-f733-4b56-af09-0ed7bb232ed4,dislike,08-01-2021 14:53,negative,10,audio,animals,,,
17249,6b2db46f-f733-4b56-af09-0ed7bb232ed4,want,18-11-2020 02:17,positive,70,audio,animals,,,
17250,6b2db46f-f733-4b56-af09-0ed7bb232ed4,adore,06-08-2020 03:53,positive,72,audio,animals,,,
17251,6b2db46f-f733-4b56-af09-0ed7bb232ed4,scared,15-03-2021 13:55,negative,15,audio,animals,,,
17252,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,08-03-2021 22:15,negative,10,photo,fitness,,,
17253,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,peeking,19-06-2020 23:21,neutral,35,photo,fitness,,,
17254,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,28-02-2021 23:00,positive,75,photo,fitness,,,
17255,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,06-12-2020 22:29,negative,15,photo,fitness,,,
17256,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,08-11-2020 19:08,negative,15,photo,fitness,,,
17257,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,disgust,09-12-2020 20:48,negative,0,photo,fitness,,,
17258,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,hate,28-12-2020 04:42,negative,5,photo,fitness,,,
17259,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,10-09-2020 13:00,positive,75,photo,fitness,,,
17260,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,adore,22-10-2020 13:06,positive,72,photo,fitness,,,
17261,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,cherish,04-10-2020 23:33,positive,70,photo,fitness,,,
17262,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,06-11-2020 03:21,negative,10,photo,fitness,,,
17263,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,love,21-10-2020 14:06,positive,65,photo,fitness,,,
17264,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,28-08-2020 08:45,negative,15,photo,fitness,,,
17265,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,indifferent,31-07-2020 03:09,neutral,20,photo,fitness,,,
17266,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,interested,13-01-2021 05:34,positive,30,photo,fitness,,,
17267,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,25-12-2020 08:16,positive,75,photo,fitness,,,
17268,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,peeking,06-11-2020 22:20,neutral,35,photo,fitness,,,
17269,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,10-09-2020 23:04,negative,10,photo,fitness,,,
17270,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,super love,23-08-2020 15:50,positive,75,photo,fitness,,,
17271,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,hate,12-01-2021 07:42,negative,5,photo,fitness,,,
17272,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,02-12-2020 02:09,negative,10,photo,fitness,,,
17273,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,interested,24-09-2020 01:29,positive,30,photo,fitness,,,
17274,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,love,13-08-2020 23:27,positive,65,photo,fitness,,,
17275,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,disgust,08-07-2020 21:17,negative,0,photo,fitness,,,
17276,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,worried,22-09-2020 02:21,negative,12,photo,fitness,,,
17277,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,intrigued,24-07-2020 17:25,positive,45,photo,fitness,,,
17278,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,like,01-08-2020 21:03,positive,50,photo,fitness,,,
17279,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,07-07-2020 16:47,negative,10,photo,fitness,,,
17280,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,13-07-2020 08:08,negative,15,photo,fitness,,,
17281,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,28-11-2020 13:15,negative,15,photo,fitness,,,
17282,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,love,08-09-2020 02:57,positive,65,photo,fitness,,,
17283,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,indifferent,31-07-2020 16:03,neutral,20,photo,fitness,,,
17284,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,dislike,08-04-2021 05:08,negative,10,photo,fitness,,,
17285,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,heart,13-09-2020 10:32,positive,60,photo,fitness,,,
17286,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,indifferent,20-06-2020 23:34,neutral,20,photo,fitness,,,
17287,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,want,28-10-2020 18:35,positive,70,photo,fitness,,,
17288,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,29-10-2020 20:06,negative,15,photo,fitness,,,
17289,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,like,29-08-2020 09:42,positive,50,photo,fitness,,,
17290,461cb0ce-0b43-4f13-a8bd-847fc6428c6c,scared,22-11-2020 23:24,negative,15,photo,fitness,,,
17291,7df4b13f-c41a-4c81-88fb-213a6a96acc5,want,13-04-2021 17:15,positive,70,audio,culture,,,
17292,7df4b13f-c41a-4c81-88fb-213a6a96acc5,indifferent,22-08-2020 13:33,neutral,20,audio,culture,,,
17293,7df4b13f-c41a-4c81-88fb-213a6a96acc5,scared,31-01-2021 04:35,negative,15,audio,culture,,,
17294,7df4b13f-c41a-4c81-88fb-213a6a96acc5,scared,19-04-2021 23:09,negative,15,audio,culture,,,
17295,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,07-01-2021 15:32,positive,50,audio,culture,,,
17296,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,29-07-2020 23:06,positive,50,audio,culture,,,
17297,7df4b13f-c41a-4c81-88fb-213a6a96acc5,love,16-03-2021 19:05,positive,65,audio,culture,,,
17298,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,01-05-2021 23:31,positive,50,audio,culture,,,
17299,7df4b13f-c41a-4c81-88fb-213a6a96acc5,adore,17-09-2020 03:34,positive,72,audio,culture,,,
17300,7df4b13f-c41a-4c81-88fb-213a6a96acc5,intrigued,12-01-2021 06:12,positive,45,audio,culture,,,
17301,7df4b13f-c41a-4c81-88fb-213a6a96acc5,dislike,01-10-2020 07:45,negative,10,audio,culture,,,
17302,7df4b13f-c41a-4c81-88fb-213a6a96acc5,heart,18-03-2021 23:38,positive,60,audio,culture,,,
17303,7df4b13f-c41a-4c81-88fb-213a6a96acc5,want,01-04-2021 02:44,positive,70,audio,culture,,,
17304,7df4b13f-c41a-4c81-88fb-213a6a96acc5,interested,22-08-2020 12:50,positive,30,audio,culture,,,
17305,7df4b13f-c41a-4c81-88fb-213a6a96acc5,indifferent,20-12-2020 08:42,neutral,20,audio,culture,,,
17306,7df4b13f-c41a-4c81-88fb-213a6a96acc5,worried,30-12-2020 14:40,negative,12,audio,culture,,,
17307,7df4b13f-c41a-4c81-88fb-213a6a96acc5,peeking,11-08-2020 20:14,neutral,35,audio,culture,,,
17308,7df4b13f-c41a-4c81-88fb-213a6a96acc5,indifferent,27-01-2021 18:26,neutral,20,audio,culture,,,
17309,7df4b13f-c41a-4c81-88fb-213a6a96acc5,intrigued,21-07-2020 01:47,positive,45,audio,culture,,,
17310,7df4b13f-c41a-4c81-88fb-213a6a96acc5,peeking,23-04-2021 21:27,neutral,35,audio,culture,,,
17311,7df4b13f-c41a-4c81-88fb-213a6a96acc5,like,12-02-2021 23:48,positive,50,audio,culture,,,
17312,7df4b13f-c41a-4c81-88fb-213a6a96acc5,indifferent,15-06-2021 05:16,neutral,20,audio,culture,,,
17313,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,04-03-2021 17:55,negative,5,audio,culture,,,
17314,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,10-04-2021 11:47,negative,5,audio,culture,,,
17315,7df4b13f-c41a-4c81-88fb-213a6a96acc5,dislike,05-07-2020 21:41,negative,10,audio,culture,,,
17316,7df4b13f-c41a-4c81-88fb-213a6a96acc5,disgust,16-10-2020 19:27,negative,0,audio,culture,,,
17317,7df4b13f-c41a-4c81-88fb-213a6a96acc5,super love,30-05-2021 11:24,positive,75,audio,culture,,,
17318,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,11-03-2021 20:05,negative,5,audio,culture,,,
17319,7df4b13f-c41a-4c81-88fb-213a6a96acc5,interested,11-05-2021 23:01,positive,30,audio,culture,,,
17320,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,06-12-2020 10:49,negative,5,audio,culture,,,
17321,7df4b13f-c41a-4c81-88fb-213a6a96acc5,scared,04-01-2021 10:03,negative,15,audio,culture,,,
17322,7df4b13f-c41a-4c81-88fb-213a6a96acc5,peeking,09-05-2021 22:56,neutral,35,audio,culture,,,
17323,7df4b13f-c41a-4c81-88fb-213a6a96acc5,hate,28-01-2021 23:30,negative,5,audio,culture,,,
17324,7df4b13f-c41a-4c81-88fb-213a6a96acc5,super love,28-04-2021 14:39,positive,75,audio,culture,,,
17325,7df4b13f-c41a-4c81-88fb-213a6a96acc5,love,30-12-2020 08:45,positive,65,audio,culture,,,
17326,7df4b13f-c41a-4c81-88fb-213a6a96acc5,scared,18-03-2021 22:55,negative,15,audio,culture,,,
17327,7df4b13f-c41a-4c81-88fb-213a6a96acc5,indifferent,17-06-2021 16:43,neutral,20,audio,culture,,,
17328,7df4b13f-c41a-4c81-88fb-213a6a96acc5,disgust,11-10-2020 04:20,negative,0,audio,culture,,,
17329,7df4b13f-c41a-4c81-88fb-213a6a96acc5,disgust,03-05-2021 10:38,negative,0,audio,culture,,,
17330,7df4b13f-c41a-4c81-88fb-213a6a96acc5,scared,08-04-2021 23:23,negative,15,audio,culture,,,
17331,7df4b13f-c41a-4c81-88fb-213a6a96acc5,intrigued,13-01-2021 21:18,positive,45,audio,culture,,,
17332,7df4b13f-c41a-4c81-88fb-213a6a96acc5,cherish,09-03-2021 14:27,positive,70,audio,culture,,,
17333,7df4b13f-c41a-4c81-88fb-213a6a96acc5,want,12-03-2021 15:43,positive,70,audio,culture,,,
17334,7df4b13f-c41a-4c81-88fb-213a6a96acc5,cherish,22-06-2020 04:13,positive,70,audio,culture,,,
17335,7df4b13f-c41a-4c81-88fb-213a6a96acc5,love,27-03-2021 19:20,positive,65,audio,culture,,,
17336,7df4b13f-c41a-4c81-88fb-213a6a96acc5,intrigued,19-09-2020 07:14,positive,45,audio,culture,,,
17337,7df4b13f-c41a-4c81-88fb-213a6a96acc5,cherish,08-07-2020 00:22,positive,70,audio,culture,,,
17338,7df4b13f-c41a-4c81-88fb-213a6a96acc5,love,16-12-2020 11:00,positive,65,audio,culture,,,
17339,7df08397-b59a-4973-8c62-fc5d4c36c08a,cherish,23-05-2021 09:19,positive,70,GIF,veganism,,,
17340,7df08397-b59a-4973-8c62-fc5d4c36c08a,scared,12-11-2020 17:07,negative,15,GIF,veganism,,,
17341,7df08397-b59a-4973-8c62-fc5d4c36c08a,super love,05-12-2020 02:21,positive,75,GIF,veganism,,,
17342,7df08397-b59a-4973-8c62-fc5d4c36c08a,indifferent,27-03-2021 07:56,neutral,20,GIF,veganism,,,
17343,7df08397-b59a-4973-8c62-fc5d4c36c08a,indifferent,12-09-2020 01:04,neutral,20,GIF,veganism,,,
17344,7df08397-b59a-4973-8c62-fc5d4c36c08a,hate,07-04-2021 04:26,negative,5,GIF,veganism,,,
17345,7df08397-b59a-4973-8c62-fc5d4c36c08a,intrigued,21-12-2020 04:55,positive,45,GIF,veganism,,,
17346,7df08397-b59a-4973-8c62-fc5d4c36c08a,hate,17-10-2020 19:52,negative,5,GIF,veganism,,,
17347,7df08397-b59a-4973-8c62-fc5d4c36c08a,scared,11-11-2020 08:38,negative,15,GIF,veganism,,,
17348,7df08397-b59a-4973-8c62-fc5d4c36c08a,indifferent,15-10-2020 02:01,neutral,20,GIF,veganism,,,
17349,7df08397-b59a-4973-8c62-fc5d4c36c08a,indifferent,28-12-2020 13:46,neutral,20,GIF,veganism,,,
17350,7df08397-b59a-4973-8c62-fc5d4c36c08a,dislike,18-07-2020 04:05,negative,10,GIF,veganism,,,
17351,7df08397-b59a-4973-8c62-fc5d4c36c08a,want,01-04-2021 18:03,positive,70,GIF,veganism,,,
17352,7df08397-b59a-4973-8c62-fc5d4c36c08a,cherish,05-07-2020 20:54,positive,70,GIF,veganism,,,
17353,7df08397-b59a-4973-8c62-fc5d4c36c08a,heart,02-04-2021 15:50,positive,60,GIF,veganism,,,
17354,7df08397-b59a-4973-8c62-fc5d4c36c08a,heart,10-11-2020 22:12,positive,60,GIF,veganism,,,
17355,28fc1e6d-eae9-47de-af11-11ad726b2a88,scared,04-03-2021 17:38,negative,15,photo,cooking,,,
17356,28fc1e6d-eae9-47de-af11-11ad726b2a88,like,14-12-2020 12:33,positive,50,photo,cooking,,,
17357,28fc1e6d-eae9-47de-af11-11ad726b2a88,interested,07-01-2021 22:44,positive,30,photo,cooking,,,
17358,28fc1e6d-eae9-47de-af11-11ad726b2a88,like,16-05-2021 12:28,positive,50,photo,cooking,,,
17359,28fc1e6d-eae9-47de-af11-11ad726b2a88,like,26-05-2021 20:34,positive,50,photo,cooking,,,
17360,28fc1e6d-eae9-47de-af11-11ad726b2a88,hate,22-03-2021 23:50,negative,5,photo,cooking,,,
17361,28fc1e6d-eae9-47de-af11-11ad726b2a88,love,21-12-2020 17:33,positive,65,photo,cooking,,,
17362,28fc1e6d-eae9-47de-af11-11ad726b2a88,want,19-10-2020 22:15,positive,70,photo,cooking,,,
17363,28fc1e6d-eae9-47de-af11-11ad726b2a88,disgust,27-04-2021 06:30,negative,0,photo,cooking,,,
17364,28fc1e6d-eae9-47de-af11-11ad726b2a88,love,22-01-2021 22:05,positive,65,photo,cooking,,,
17365,28fc1e6d-eae9-47de-af11-11ad726b2a88,dislike,01-09-2020 02:55,negative,10,photo,cooking,,,
17366,28fc1e6d-eae9-47de-af11-11ad726b2a88,love,05-11-2020 07:53,positive,65,photo,cooking,,,
17367,28fc1e6d-eae9-47de-af11-11ad726b2a88,indifferent,06-05-2021 01:55,neutral,20,photo,cooking,,,
17368,28fc1e6d-eae9-47de-af11-11ad726b2a88,love,13-06-2021 23:41,positive,65,photo,cooking,,,
17369,28fc1e6d-eae9-47de-af11-11ad726b2a88,heart,16-08-2020 04:28,positive,60,photo,cooking,,,
17370,7e9865ec-7455-4b39-89f7-92e2a82d0f12,dislike,01-08-2020 03:03,negative,10,GIF,education,,,
